id,index,period,timestamp,minute,second,possession,duration,type.id,type.name,possession_team.id,possession_team.name,play_pattern.id,play_pattern.name,team.id,team.name,tactics.formation,tactics.lineup,related_events,location,player.id,player.name,position.id,position.name,pass.recipient.id,pass.recipient.name,pass.length,pass.angle,pass.height.id,pass.height.name,pass.end_location,pass.type.id,pass.type.name,pass.body_part.id,pass.body_part.name,carry.end_location,pass.switch,pass.outcome.id,pass.outcome.name,ball_receipt.outcome.id,ball_receipt.outcome.name,counterpress,under_pressure,ball_recovery.recovery_failure,pass.assisted_shot_id,pass.shot_assist,pass.technique.id,pass.technique.name,pass.through_ball,shot.statsbomb_xg,shot.end_location,shot.key_pass_id,shot.first_time,shot.technique.id,shot.technique.name,shot.body_part.id,shot.body_part.name,shot.type.id,shot.type.name,shot.outcome.id,shot.outcome.name,shot.freeze_frame,goalkeeper.end_location,goalkeeper.position.id,goalkeeper.position.name,goalkeeper.type.id,goalkeeper.type.name,pass.cross,duel.type.id,duel.type.name,pass.aerial_won,goalkeeper.outcome.id,goalkeeper.outcome.name,duel.outcome.id,duel.outcome.name,dribble.outcome.id,dribble.outcome.name,foul_committed.card.id,foul_committed.card.name,interception.outcome.id,interception.outcome.name,goalkeeper.body_part.id,goalkeeper.body_part.name,goalkeeper.technique.id,goalkeeper.technique.name,pass.backheel,dribble.overrun,block.offensive,pass.deflected,block.deflection,shot.aerial_won,foul_won.defensive,bad_behaviour.card.id,bad_behaviour.card.name,substitution.outcome.id,substitution.outcome.name,substitution.replacement.id,substitution.replacement.name,pass.cut_back,shot.one_on_one,foul_committed.advantage,foul_won.advantage,foul_committed.type.id,foul_committed.type.name,pass.goal_assist,ball_recovery.offensive,dribble.nutmeg,clearance.aerial_won,shot.redirect,off_camera,shot.deflected,foul_committed.penalty,foul_won.penalty,miscontrol.aerial_won,pass.miscommunication,50_50.outcome.id,50_50.outcome.name,foul_committed.offensive,block.save_block,clearance.body_part.id,clearance.body_part.name,clearance.head,out,clearance.left_foot,clearance.right_foot,pass.outswinging,pass.inswinging,shot.open_goal,pass.straight,injury_stoppage.in_chain,shot.follows_dribble,clearance.other,goalkeeper.punched_out,pass.no_touch,shot.saved_off_target,goalkeeper.shot_saved_off_target,dribble.no_touch,half_start.late_video_start,shot.saved_to_post,goalkeeper.shot_saved_to_post,goalkeeper.lost_out,player_off.permanent,goalkeeper.lost_in_play,goalkeeper.success_out,goalkeeper.success_in_play,goalkeeper.saved_to_post,half_end.early_video_end,shot.kick_off,goalkeeper.penalty_saved_to_post
61130643-f945-4354-9805-2ab92b30106d,3320,2,21:50.3,66,50,127,0,19,Substitution,223,Málaga,1,Regular Play,217,Barcelona,,,,,22102,Adriano Correia Claro,21,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,6357,Jonathan dos Santos Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9a3a462-3420-46b9-bb37-3ed0bde381f0,2898,2,21:58.5,66,58,137,0,19,Substitution,217,Barcelona,4,From Throw In,217,Barcelona,,,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,3087,Gnégnéri Yaya Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c67c317-b197-46a5-b689-e942f4f98117,2480,2,22:01.6,67,1,149,0,19,Substitution,217,Barcelona,5,Other,213,Sevilla,,,,,22102,Adriano Correia Claro,6,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,26254,Manuel Jesús Ortiz Toribio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6c058f6-c8d4-43da-86ca-9440d663672c,2690,2,22:04.9,67,4,119,0,19,Substitution,217,Barcelona,3,From Free Kick,217,Barcelona,,,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,7068,Marc Bartra Aregall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d48ee365-c598-4bec-b734-5adb8854b68b,2063,2,22:05.1,67,5,120,,19,Substitution,794,Mexico,1,Regular Play,790,Sweden,,,,,11098,Marcus Berg,22,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,5615,Isaac Kiese Thelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4ee6b77-5bb6-4d58-bb0e-67506524d748,2540,2,22:16.2,67,16,143,0,19,Substitution,217,Barcelona,1,Regular Play,217,Barcelona,,,,,25919,Gabriel Alejandro Milito,5,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,20131,Xavier Hernández Creus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b05f311d-d47f-46c1-baa9-6f73e88b1224,2144,2,22:21.7,67,21,126,0,19,Substitution,760,Seattle Reign,4,From Throw In,767,Utah Royals,,,,,5010,Mallory Weber,17,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,30520,Makenzy Doniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d6a1310-fd1a-4b37-8fdc-0fabc943f83b,3239,2,22:30.4,67,30,141,0,19,Substitution,1220,Recreativo Huelva,8,From Keeper,217,Barcelona,,,,,19757,Anderson Luís de Souza,15,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,17797,Giovanni van Bronckhorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab1ef197-69ac-40eb-8208-f344c5773d96,2664,2,22:32.8,67,32,111,0,19,Substitution,217,Barcelona,4,From Throw In,1041,Sporting Gijón,,,,,24173,Carlos Castro García,23,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,6581,Jonathan Rodríguez Menéndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20965912-9fb8-4353-b013-4d3ee13f074c,2273,2,22:42.8,67,42,155,0,19,Substitution,1208,Cameroon Women's,1,Regular Play,1215,New Zealand Women's,,,,,26098,Katie Duncan,10,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,25658,Hannah Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38bfba6b-112d-4610-ba56-dd71a2f7e769,3278,2,22:45.1,67,45,111,0,19,Substitution,217,Barcelona,1,Regular Play,217,Barcelona,,,,,3501,Philippe Coutinho Correia,21,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,24976,Abel Ruiz Ortega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52db4834-1bfd-41ad-8e7f-ee779404e6e2,2415,2,22:51.4,67,51,157,0,19,Substitution,746,Manchester City WFC,4,From Throw In,973,Bristol City WFC,,,,,16388,Ella Rutherford,21,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,16382,Heather Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d2db88b-edcd-43aa-bfe0-bcf63920199c,2613,2,22:57.8,67,57,149,0,19,Substitution,973,Bristol City WFC,8,From Keeper,973,Bristol City WFC,,,,,19502,Meaghan Sargeant,3,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,31527,Ebony Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1f635b-4d7e-4a2c-8e9a-2e79ef18cd7a,3156,2,23:00.4,68,0,154,0,19,Substitution,972,West Ham United LFC,8,From Keeper,972,West Ham United LFC,,,,,18150,Julia Simic,15,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,18154,Esmee de Graaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02dc92ab-f5d8-4f26-99a0-c748957e1f5f,2767,2,23:05.7,68,5,136,0,19,Substitution,746,Manchester City WFC,1,Regular Play,2647,Aston Villa,,,,,15565,Marisa Ewers,13,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,15716,Emily Syme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0de5485e-3e86-4de3-a5a9-04d62c9ee7ca,3004,2,23:11.1,68,11,144,0,19,Substitution,205,Leganés,1,Regular Play,217,Barcelona,,,,,5477,Ousmane Dembélé,17,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,3109,Malcom Filipe Silva de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247e9d3-cc36-4f53-b3a1-4c91b632445f,2296,2,23:18.7,68,18,165,0,19,Substitution,749,Tottenham Hotspur Women,2,From Corner,973,Bristol City WFC,,,,,10093,Yana Daniels,21,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,31527,Ebony Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d39876a6-d7b8-4daf-80e3-d70b2f96f5de,2734,2,23:24.7,68,24,145,0,19,Substitution,768,England,8,From Keeper,768,England,,,,,22084,Bukayo Saka,17,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,9638,Jack Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06219e66-54eb-43e8-8477-5104b210801c,2941,2,23:40.2,68,40,151,0,19,Substitution,213,Sevilla,1,Regular Play,217,Barcelona,,,,,25925,Gabriel Francisco García de la Torre,15,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,17797,Giovanni van Bronckhorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08656dac-29b8-461e-9237-5bf336bd4dcf,2951,2,23:41.5,68,41,169,0,19,Substitution,969,Birmingham City WFC,1,Regular Play,969,Birmingham City WFC,,,,,15564,Lucy Quinn,23,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,10180,Ellen White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2ae394c-ba90-420b-8984-26b81895b40f,2155,2,23:43.4,68,43,158,0,19,Substitution,967,Everton LFC,1,Regular Play,967,Everton LFC,,,,,18253,Hannah Cain,23,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,15558,Dominique Bruinenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c7909ae-f847-4120-8cd4-e1c2ab03eca4,2752,2,23:44.9,68,44,146,0,19,Substitution,101,Leeds United,1,Regular Play,1,Arsenal,,,,,40221,Gilberto Aparecido da Silva,11,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,26014,Eduardo César Daude Gaspar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c90f48c-72c7-4b91-a944-99b621f9eaa2,2773,2,24:07.7,69,7,128,0,19,Substitution,793,Iceland,4,From Throw In,785,Croatia,,,,,5459,Marko Pjaca,17,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,3471,Dejan Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597745a-4ec6-4241-a614-5b4a4b7b5d93,3268,2,24:17.3,69,17,113,0,19,Substitution,219,Deportivo La Coruna,3,From Free Kick,217,Barcelona,,,,,7068,Marc Bartra Aregall,3,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,5506,Javier Alejandro Mascherano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343c228-be08-401b-80f3-595496f84a02,2424,2,24:19.6,69,19,133,0,19,Substitution,966,Liverpool WFC,1,Regular Play,972,West Ham United LFC,,,,,21014,Vyan Sampson,3,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,19896,Rosie Kmita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c41fb38-3707-4e52-963f-9d727e35e48d,3356,2,24:33.5,69,33,124,0,19,Substitution,217,Barcelona,1,Regular Play,217,Barcelona,,,,,12737,David Villa Sánchez,21,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,4913,Bojan Krkíc Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd7e619e-e639-4c3e-aeb5-5625a4c97818,2419,2,24:52.2,69,52,147,0,19,Substitution,865,England Women's,4,From Throw In,858,Sweden Women's,,,,,26093,Gun Nathalie Björn,9,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Injury,26092,Amanda Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7844b0c6-1a15-4982-9834-ae57987edbde,2867,2,25:22.8,70,22,129,0,19,Substitution,217,Barcelona,1,Regular Play,222,Villarreal,,,,,6862,Cédric Bakambu,24,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,6735,Adrián López Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f7770a1-5b80-4e91-bfbf-4fc35465085e,2740,2,25:26.5,70,26,132,0,19,Substitution,218,Real Betis,1,Regular Play,217,Barcelona,,,,,20169,Seydou Kéita,15,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,11270,Eiður Smári Guðjohnsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f34b23d-3c70-4743-98a5-4e15ca9fdc89,2588,2,25:39.2,70,39,146,0,19,Substitution,865,England Women's,2,From Corner,865,England Women's,,,,,15619,Bethany Mead,16,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,15553,Karen Julia Carney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256de0bb-87a5-4da7-88a8-6f6f92158e6a,2854,2,25:41.0,70,40,138,0,19,Substitution,942,Scotland,1,Regular Play,785,Croatia,,,,,33018,Joško Gvardiol,6,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,11127,Borna Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16f2e377-6e41-42e5-851f-8144d2e71732,2441,2,26:12.0,71,12,146,0,19,Substitution,217,Barcelona,4,From Throw In,214,Espanyol,,,,,26105,Iván De la Peña López,19,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,26102,Ferrán Corominas Telechea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe21a32-7e87-49ea-93a1-0bd85f9578ec,2579,2,26:17.7,71,17,169,0,19,Substitution,763,Sky Blue FC,1,Regular Play,761,Chicago Red Stars,,,,,5103,Michele Vasconcelos,21,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,33135,Maria Guadalupe Sanchez Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbc9b23d-f298-40c7-bf39-8efc87a26db6,2673,2,26:20.4,71,20,163,0,19,Substitution,222,Villarreal,3,From Free Kick,217,Barcelona,,,,,4325,Thiago Motta,13,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Tactical,17797,Giovanni van Bronckhorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
